QUEST_LV_0100_20180327_000001	警戒兵	경계병	
QUEST_LV_0100_20180327_000002	クラペダへ行くなら、陰森街道の方へ行くといいですよ。{nl}森の奥は危険なので、むやみに立ち入らないようにしてください。	클라페다로 가려면 곧장 그늘 숲 가도로 가는 게 좋습니다.{nl}숲의 깊은 곳은 위험하니 왠만하면 자제하시고요.	경계병
QUEST_LV_0100_20180327_000003	隠れている男	숨어있는 남자	
QUEST_LV_0100_20180327_000004	つ…ついに！救助隊が来たのか？{nl}何だよ！若造一人なのか？おい、まだその辺をゴブリンがウロウロしてるか？	드.. 드디어! 구조대가 온 건가?{nl}뭐야! 애송이 혼자잖아? 이봐. 밖에 아직도 부베가 있나?	숨어있는 남자
QUEST_LV_0100_20180327_000005	ううっ…失せろ！話しかけるな！ゴブリンに気付かれるだろ！{nl}ここは俺の場所だからさっさと失せろってんだ！	으윽.. 저리 가! 말 걸지 마! 부베한테 들킨단 말이야!{nl}여긴 내 자리니까 썩 꺼져!	숨어있는 남자
QUEST_LV_0100_20180327_000006	は？嘘つけ！ゴブリンどものイヤな臭いがまだプンプンしてるだろうが！{nl}大人をからかうんじゃない！あっち行け！この木樽に近寄るな！	뭐? 거짓말하지 마! 부베놈들 악취가 아직도 코를 찌르는구먼. 무슨!!{nl}어른을 놀리면 못써! 저리 가! 이 나무통 근처로 얼씬도 하지 마!	숨어있는 남자
QUEST_LV_0100_20180327_000007	つ…ついに！救助隊が来たのか？{nl}何だよ！若造一人なのか？こっち見るな！フタを閉めてさっさと失せろ！{nl}	드.. 드디어! 구조대가 온 건가?{nl}뭐야! 애송이 혼자잖아? 뭘 봐? 그냥 뚜껑 닫고 갈 길 가버려!{nl}	숨어있는 남자
QUEST_LV_0100_20180327_000008	そういえば、お前が持ってるその紙…見たことがある紋章だな。{nl}おい、それを貸せ！何だ？目上の者が貸せと言ったらさっさと寄こせ！	그런데 네가 들고 있는 그 종이.. 글귀가 어째 낯이 익은데? {nl}이리 줘봐! 뭐해? 어른이 말씀하시는데 냉큼 내놓지 않고!	숨어있는 남자
QUEST_LV_0100_20180327_000009	これは！！俺のだ！返すもんか！！{nl}お前には絶対に必要無い物だから、破いて捨てる！	이건!! 내 것이잖아?! 다시 못 줘!! {nl}너한텐 절대로 필요 없는 거니까, 다 찢어버릴 거야!!	숨어있는 남자
QUEST_LV_0100_20180327_000010	チッ、つまんねぇ奴…	쳇, 싱겁긴..	숨어있는 남자
QUEST_LV_0100_20180327_000011	雷堤夏	레티샤	
QUEST_LV_0100_20180327_000012	こんにちは！私はTPショップ担当のレティーシャと言います。{nl}TPショップでは啓示者さんの冒険に役立つアイテムをたくさん売ってるんです！{nl}	안녕하세요! TP샵을 맡고있는 레티샤 입니다.{nl}TP샵에는 계시자님의 모험을 도와드릴 많은 아이템을 팔고 있어요.{nl}	레티샤
QUEST_LV_0100_20180327_000013	TPショップは他の商店とは違って	TP샵은 다른 상점과는 다르게 	레티샤
QUEST_LV_0100_20180327_000014	でアイテムを買うことができます。{nl}無料ポイントは4時間につき1TPずつ付与されて、最大5TPまでストックされます。{nl}	로 아이템을 구입하실 수 있습니다.{nl}TP는 TP샵에서 충전하실 수 있고, 무료로 2시간에 1TP씩 최대 5TP까지 충전해드리고 있어요.{nl}	레티샤
QUEST_LV_0100_20180327_000015	戦闘不能になってもその場で復活できる	전투 불능 시 제자리 부활이 가능한 	레티샤
QUEST_LV_0100_20180327_000016	靈魂水晶	소울 크리스탈	
QUEST_LV_0100_20180327_000017	{nl}ヘアコスチュームに能力値を付与する	,{nl}헤어 코스튬에 능력치를 붙여주는 	레티샤
QUEST_LV_0100_20180327_000018	魔法賦予卷軸	마법 부여 스크롤	
