QUEST_LV_0300_20150323_000001	We were deployed here from headquarters to support the Knights of Kaliss.{nl}If you want to know more, head over to our headquarters at Verkti Square.	칼리스 기사단을 지원하기 위해 본부에서 떨어져 나와 이런 곳에 있습니다.{nl}궁금한 것이 있다면 베르크티 광장에 있는 본부 쪽으로 알아보시기 바랍니다.				경비병 라일
QUEST_LV_0300_20150323_000002	I've been a merchant all my life. {nl}After Medzio Diena, this seemed like the safest place to be, so I settled here... {nl}But I guess I was wrong.	전 원래 행상인이었습죠.{nl}신수의 날 이후 여기가 제일 안전한 것 같아서 정착했는데.. 아니었나봅니다요.				상인 둘케
QUEST_LV_0300_20150323_000003	I've met many Revelators during my travels.{nl}In my opinion... there is something special about them, and it's not just their strength.	여기저기 떠돌아다니면서 계시자라는 사람들을 많이 만나 봤습죠.{nl}제 생각엔.. 계시자님이 특별한 건 단지 강하기 때문만은 아닐 거라는 겁니다요.				상인 둘케
QUEST_LV_0300_20150323_000004	I'm not blaming the goddesses and the priests.{nl}But I think it's too much when they tell us to just trust them and wait.	여신과 사제님들을 탓하자는 건 아니야.{nl}하지만 무작정 믿고 기다리라는 건 좀 너무한 것 같아.{nl}				주민 에밀
QUEST_LV_0300_20150323_000005	The seals in the village are supposed to be sealed - that's why they're called seals, {nl}so what's the big deal? The priests are just trying to scare us for no reason.	마을에 있는 봉인이 닫혀 있으니까 봉인이지 무슨 대수겠어?{nl}사제님들이 괜히 겁을 주는 거라고 생각해.				주민 에밀
QUEST_LV_0300_20150323_000006	The priests don't want everyone to know how important the seals in the village are.{nl}They think that they can just take the burden upon themselves, {nl}and then everything will be alright.	사제님들은 마을에 있는 봉인이 얼마나 중요한 건지 알게 되길 원치 않으세요.{nl}자신들이 희생하면 그걸로 된 거라면서요.				약사 티아나
QUEST_LV_0300_20150323_000007	Some of the priests want to be truthful and open with the villagers.{nl}At this rate, if something really bad happens...	사제님들이 마을사람들과 좀 더 솔직한 이야기를 나누었으면 하는 마음도 있어요.{nl}이러다 정말 큰일이라도 벌어진다면..				약사 티아나
QUEST_LV_0300_20150323_000008	The evil energy is making this forest decay into a lifeless place.{nl}It is easily the biggest problem this village is facing.	사악한 기운은 숲을 썩게 만들어 생명이 살아갈 수 없는 땅으로 만들어 버립니다.{nl}저희 마을이 품고 있는 가장 큰 문제이기도 하지요.				사제 다지네
QUEST_LV_0300_20150323_000009	Goddess...{nl}Please tell me the village's seal is really okay...	여신이시여..{nl}마을의 봉인은 정말 괜찮은 걸까요..				사제 다지네
QUEST_LV_0300_20150323_000010	Demons will continue to target the seal and attack endlessly.{nl}With Goddess Austeja still missing, how long will we be able to last...	앞으로도 봉인을 노리고 마족들이 끊임없이 공격해오겠지요.{nl}아우스테야 여신께서 부재중이신 상태로 언제까지 버틸 수 있을지..				사제 다지네
QUEST_LV_0300_20150323_000011	It was a mistake for us to try to handle this by ourselves.{nl}From now on, we will tell the villagers the whole truth and include them in a {nl}deliberate discussion on how to handle the matter.	사제들끼리만 일을 해결하려고 했던 저희의 잘못도 큽니다.{nl}이제부턴 마을 사람들에게 모든 사실을 고하고 천천히 논의해 볼 생각입니다.				사제 다지네
QUEST_LV_0300_20150717_000012	Check the Detector's Functionality (1)	탐지기 작동 점검(1)				
QUEST_LV_0300_20150717_000013	Demons, Goddesses, and the Petrified City (1)	마족과 여신들, 그리고 석화된 도시(1)				
QUEST_LV_0300_20150717_000014	Check the Detector's Functionality (2)	탐지기 작동 점검(2)				
QUEST_LV_0300_20150717_000015	Demons, Goddesses, and the Petrified City (2)	마족과 여신들, 그리고 석화된 도시(2)				
QUEST_LV_0300_20150717_000016	Check the Detector's Functionality (3) 	탐지기 작동 점검(3)				
QUEST_LV_0300_20150717_000017	Check the Detector's Functionality (4)	탐지기 작동 점검(4)				
QUEST_LV_0300_20150717_000018	About the Guidance of Souls	영혼의 인도에 대해				
QUEST_LV_0300_20150717_000019	Repair the Petrification Detector	탐지기를 수리 하는 중				
QUEST_LV_0300_20150717_000020	Repairing/MAKING/3/TRACK_AFTER/None	수리 중/MAKING/3/TRACK_AFTER/None				
QUEST_LV_0300_20150717_000021	Check the Detector's Functionality (5)	탐지기 작동 점검(5)				
QUEST_LV_0300_20150717_000022	Repairing/MAKING/3/TRACK_BEFORE	수리 중/MAKING/3/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000023	Notice/!/One of the parts is not fastened very well{nl}You'll need something like a string to tie it in place!#5	Notice/!/부품이 잘 고정되지 않습니다{nl}끈 같은 것이 필요할 것 같습니다!#5				
QUEST_LV_0300_20150717_000024	Notice/!/You need to find a string.#5	Notice/!/끈을 구해와야 합니다#5				
QUEST_LV_0300_20150717_000025	For the Guidance of Souls	영혼의 인도를 위해				
QUEST_LV_0300_20150717_000026	Now you can relax	이제 안심해도 된다고 한다				
QUEST_LV_0300_20150717_000027	Examining the Device/LOOK/2/TRACK_BEFORE/None	장치를 살펴 보는 중/LOOK/2/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000028	Notice/!/When you touch the device, it feels as if your soul is being sucked out!{nl}You begin to feel weaker and weaker!	Notice/!/장치를 만지자 영혼이 빠져 나가는 기분입니다!{nl}점점 기운이 없어지고 있습니다!				
QUEST_LV_0300_20150717_000029	Notice/!/Now you feel reenergized.#5	Notice/이제 기운을 차릴 수 있을 것 같습니다#5				
QUEST_LV_0300_20150717_000030	His Only Desire (1)	바라는 것은 오직(1)				
QUEST_LV_0300_20150717_000031	About The Reason Behind His Deathwish	죽음을 바라는 이유에 대해				
QUEST_LV_0300_20150717_000032	His Only Desire (3)	바라는 것은 오직(3)				
QUEST_LV_0300_20150717_000033	His Only Desire (2)	바라는 것은 오직(2)				
QUEST_LV_0300_20150717_000034	Go to the Cleric Master	클레릭 마스터에게 가 본다고 한다				
QUEST_LV_0300_20150717_000035	Now You Are Unable to Work Together	이제 협조할 수 없다				
QUEST_LV_0300_20150717_000036	Destroy the Terminal (1)	단말기 파괴(1)				
QUEST_LV_0300_20150717_000037	About the Mainframe and the Terminal	본체와 단말기에 대해				
QUEST_LV_0300_20150717_000038	Avoid the monsters' attacks and destroy the terminal!#5	Notice/!/몬스터의 공격을 피해 단말기를 파괴하세요!#5				
QUEST_LV_0300_20150717_000039	Destroy the Terminal (2)	단말기 파괴(2)				
QUEST_LV_0300_20150717_000040	Igniting explosive powder/FIRE/2/TRACK_BEFORE/None	폭약가루를 놓고 점화하는 중/FIRE/2/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000041	Notice/The terminal was destroyed in the explosion!#5	Notice/단말기가 폭발하면서 사라졌습니다!#5				
QUEST_LV_0300_20150717_000042	Destroy the Terminal (3)	단말기 파괴(3)				
QUEST_LV_0300_20150717_000043	And, Eternal Repose (1)	그리고 영원한 안식(1)				
QUEST_LV_0300_20150717_000044	If You Have Any Final Words	마지막으로 할 말이 있다면				
QUEST_LV_0300_20150717_000045	And, Eternal Repose (2)	그리고 영원한 안식(2)				
