INTL_20180327_000001	จำนวนครั้งในการเข้าภารกิจและดันเจี้ยนเพิ่มขึ้น 1	인던,미션 1회 추가입장	
INTL_20180327_000002	活動	이벤트	
INTL_20180327_000003	完美的翻譯家	완벽한 번역가	
INTL_20180327_000004	為了支援完美翻譯的玩家所準備的稱號。	완변한 번역을 지원해준 유저를 위해 주어지는 칭호입니다.	
INTL_20180327_000005	消滅怪物時經驗值增加+60%{nl}角色移動速度增加+2	몬스터 처치 시 획득 경험치 +60%{nl}이동 속도 +2	
INTL_20180327_000006	消滅怪物時經驗值增加+90%{nl}角色移動速度增加+3	몬스터 처치 시 획득 경험치 +90%{nl}이동 속도 +3	
INTL_20180327_000007	消滅怪物時經驗值增加+120%{nl}角色移動速度增加+4	몬스터 처치 시 획득 경험치 +120%{nl}이동 속도 +4	
INTL_20180327_000008	消滅怪物時經驗值增加+150%{nl}角色移動速度增加+5	몬스터 처치 시 획득 경험치 +150%{nl}이동 속도 +5	
INTL_20180327_000009	Hunter's Buff - 1	가문의 영광 1단계	
INTL_20180327_000010	+20% EXP from hunting monsters	몬스터 처치 시 획득 경험치 +20%	
INTL_20180327_000011	Hunter's Buff - 2	가문의 영광 2단계	
INTL_20180327_000012	+40% EXP from hunting monsters	몬스터 처치 시 획득 경험치 +40%	
INTL_20180327_000013	Hunter's Buff - 3	가문의 영광 3단계	
INTL_20180327_000014	+60% EXP from hunting monsters	몬스터 처치 시 획득 경험치 +60%	
INTL_20180327_000015	Hunter's Buff - 4	가문의 영광 4단계	
INTL_20180327_000016	+80% EXP from hunting monsters	몬스터 처치 시 획득 경험치 +80%	
INTL_20180327_000017	Hunter's Buff - 5	가문의 영광 5단계	
INTL_20180327_000018	Box of Chocolates	소녀의 마음	
INTL_20180327_000019	消滅怪物時經驗值獲得+50%	몬스터 처치 시 획득 경험치 +50%	
INTL_20180327_000020	新手玩家之書	신규 유저의 서	
INTL_20180327_000021	60分內全體隊員經驗值+50%	60분 동안 파티원 전체에 경험치 +50%	
INTL_20180327_000022	回歸玩家之書	복귀 유저의 서	
INTL_20180327_000023	60分內全體隊員{nl}最大HP +2000{nl}最大SP +1000{nl}移動速度 +1	60분 동안 파티원 전체에{nl}최대HP +2000{nl}최대SP +1000{nl}이동 속도 +1	
INTL_20180327_000024	回歸玩家的藥水	복귀 유저의 포션	
INTL_20180327_000025	60分內{nl}物理攻擊力 +500{nl}魔法攻擊力 +500	60분 동안{nl}물리 공격력 +500{nl}마법 공격력 +500	
INTL_20180327_000026	家門的榮光	가문의 영광	
INTL_20180327_000027	BUFF等級增加時效果也會增加。	버프 레벨이 증가하면 효과도 증가합니다.	
INTL_20180327_000028	祕密紅牛飲料	비밀 레드옥스	
