QUEST_LV_0400_20180327_000001	尤克利那斯	유그리나스	
QUEST_LV_0400_20180327_000002	哎..? 你是看了警告文才过来的吗..?{nl}我等等再跟你讲吧.	어..? 경고문 보고 오신 건가요..?{nl}아니, 이야긴 좀 있다 하겠습니다.	유그리나스
QUEST_LV_0400_20180327_000003	{nl}先吃药吧.快点啦!{nl}这裡很容易被危险的诺贝礼尔传染病传染的地方啊!	{nl}일단 이 약부터 드세요, 얼른.{nl}여긴 위험한 노브리어 역병이 퍼져 있는 곳입니다!	유그리나스
QUEST_LV_0400_20180327_000004	{nl}连瘟疫医生大师也觉得那是个来路不明的可怕的传染病呢!{nl}是神树之日以后,那些来到诺贝礼尔森林避难的居民们发现的.	{nl}플레이그 닥터 마스터께서도 아직 원인을 파악하지 못한 끔찍한 역병이에요.{nl}신수의 날 이후 노브리어 숲에 피난왔던 사람들에게서 발견되었죠.	유그리나스
QUEST_LV_0400_20180327_000005	{nl}要是得了诺贝礼尔传染病的话,会被折磨得很痛苦的.{nl}赶快把这个药给吃下去吧!!	{nl}노브리어 역병에 걸리게 되면 끔찍한 고통과 함께 서서히 죽어가게 돼요.{nl}늦기 전에 어서 드세요, 어서!	유그리나스
QUEST_LV_0400_20180327_000006	希望一切都不算太迟.{nl}因为那个药啊也不算是成品呢!	부디 늦지 않았길 바랍니다.{nl}그 약도 아직 완성된 건 아니거든요.	유그리나스
QUEST_LV_0400_20180327_000007	那个药比较像是预防针不是治疗用的药呢.{nl}要是被诺贝礼尔의传染病发现的话就完了啦你赶快吃吧!!	그 약도 아직은 치료제라기보다는 예방약에 가까운 상황이죠.{nl}노브리어의 역병에 걸린 상태에선 아무 소용이 없으니 어서 약을 드세요.	유그리나스
QUEST_LV_0400_20180327_000008	如果觉得有发烧还是头晕的话.. 有点异状一定要赶快讲喔.	열이 나는 것 같다거나 어지럽다거나.. 조금이라도 이상하면 말해주세요.	유그리나스
QUEST_LV_0400_20180327_000009	你看起来没甚麽事呢!{nl}我是尤克利那斯 .{nl}我是专门在这裡调查诺贝礼尔传染病的瘟疫医生.	괜찮아 보이니 다행이네요.{nl}저는 유그리나스라고 합니다.{nl}이 곳에서 노브리어 역병에 대해 조사하고 있는 플레이그 닥터입니다.	유그리나스
QUEST_LV_0400_20180327_000010	{nl}就像我刚刚跟你说的啦,诺贝礼尔传染病是在那些难民身上发现的一种恐怖的疾病.{nl}瘟疫医生大师虽然出现阻止疾病扩散，不过要完全控制住传染速度大师的能力是有限的.	{nl}노브리어 역병은 아까 말씀드린대로 피난민들 사이에서 발견된 끔찍한 병입니다.{nl}플레이그 닥터 마스터께서 직접 나섰지만 더 이상의 악화를 막는 것이 한계였죠.	유그리나스
