SKILL_20180327_000001	공격	
SKILL_20180327_000002	베이직 일반 공격	
SKILL_20180327_000003	공격2	
SKILL_20180327_000004	스킬	
SKILL_20180327_000005	대폭발	
SKILL_20180327_000006	화염의 벽	
SKILL_20180327_000007	지뢰 폭발	
SKILL_20180327_000008	맹독 폭발	
SKILL_20180327_000009	크레모아 폭발	
SKILL_20180327_000010	점프공격	
SKILL_20180327_000011	생명의 흐름	
SKILL_20180327_000012	빙하 쐐기	
SKILL_20180327_000013	씨앗 폭발	
SKILL_20180327_000014	살불 폭발	
SKILL_20180327_000015	눈보라	
SKILL_20180327_000016	유성 강타	
SKILL_20180327_000017	내려찍기	
SKILL_20180327_000018	미사일공격	
SKILL_20180327_000019	힐	
SKILL_20180327_000020	스파이럴 애로우	
SKILL_20180327_000021	{#DD5500}{ol}[미사일]{/}{/}{nl}나선의 화살로 적을 공격합니다. 화살은 적을 파고들면서 여러 번의 타격을 입힙니다.	
SKILL_20180327_000022	공격력 #{SkillAtkAdd}#{nl}특성 공격력 #{CaptionRatio2}#%{nl}타격 수 #{CaptionRatio}#회	
SKILL_20180327_000023	맹독 화살	
SKILL_20180327_000024	{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}대상에게 치명타 확률이 높게 적용되는 화살을 발사합니다.	
SKILL_20180327_000025	공격력 #{SkillAtkAdd}#{nl}추가 치명타 확률 50%	
SKILL_20180327_000026	크기 축소	
SKILL_20180327_000027	대상의 몸 크기를 작게합니다.	
SKILL_20180327_000028	대형->중형->소형{nl}지속시간 #{CaptionTime}#초	
SKILL_20180327_000029	퀴큰	
SKILL_20180327_000030	대상의 공격속도를 증가시킵니다.	
SKILL_20180327_000031	공격속도 #{CaptionRatio}# 증가{nl}지속시간 #{CaptionTime}#초	
SKILL_20180327_000032	멀티샷	
SKILL_20180327_000033	{#DD5500}{ol}[물리] - [찌르기]{/}{/}{nl}지정한 위치에 여러발의 화살을 빠르게 발사합니다.	
SKILL_20180327_000034	공격력 #{SkillAtkAdd}#{nl}#{CaptionRatio}#회 사격	
SKILL_20180327_000035	스톤커스	
SKILL_20180327_000036	적을 일시적으로 석화 상태로 만듭니다.	
SKILL_20180327_000037	지속시간 #{CaptionTime}#초{nl}광역 공격 비율 #{CaptionRatio}#	
