UI_20180327_000001	{@st41b}각 클래스 마스터들에게서{nl}특성을 배울 수 있습니다.{/}	
UI_20180327_000002	{@st43}특성 목록{/}	
UI_20180327_000003	{@st59}특성리스트를 닫습니다{/}	
UI_20180327_000004	{@st42}학습 가능한 특성만 표시{/}	
UI_20180327_000005	{@st43}특성 배우기{/}	
UI_20180327_000006	{@st59}특성창을 닫습니다{/}	
UI_20180327_000007	{@st41b}소지금{/}	
UI_20180327_000008	내 특성 포인트 :	
UI_20180327_000009	{@st66b}특성 포인트 구매	
UI_20180327_000010	{@st66d}특성 포인트 구매	
UI_20180327_000011	구매 비율	
UI_20180327_000012	소지금	
UI_20180327_000013	구매 가능 포인트	
UI_20180327_000014	구매하실 포인트를 입력하세요.	
UI_20180327_000015	소비 소지금	
UI_20180327_000016	잔여 소지금	
UI_20180327_000017	{@st66b}구매	
UI_20180327_000018	{@st66b}취소	
UI_20180327_000019	팀 창고	
UI_20180327_000020	{@st59}팀 창고를 닫습니다{/}	
UI_20180327_000021	거래가 가능한 아이템을 보관할 수 있습니다.{nl}실버 보관은 토큰을 구매한 유저만 이용 가능합니다.	
UI_20180327_000022	{@st66b}창고 확장	
UI_20180327_000023	{@st59}창고를 확장합니다{/}	
UI_20180327_000024	아이템 수령	
UI_20180327_000025	{@st42}아이템{/}	
UI_20180327_000026	{@st42}{img silver 20 20} 보관금액{/}	
UI_20180327_000027	{@st66b}{img in_arrow 20 20}입금	
UI_20180327_000028	{@st59}입금 합니다.{/}	
UI_20180327_000029	{@st66b}{img chul_arrow 20 20}출금	
UI_20180327_000030	{@st59}출금 합니다.{/}	
UI_20180327_000031	{@st42b}{img silver 20 20} 금액{/}	
UI_20180327_000032	거래일시	
UI_20180327_000033	입금	
UI_20180327_000034	출금	
UI_20180327_000035	잔액	
UI_20180327_000036	나의 업적	
UI_20180327_000037	서버 랭킹	
UI_20180327_000038	{@st59}모험일지를 닫습니다{/}	
UI_20180327_000039	{@st43b}모험 일지	
UI_20180327_000040	{@st59}모험일지 랭킹{/}	
UI_20180327_000041	{@st59}팀배틀리그 랭킹{/}	
UI_20180327_000042	{@st59}업힐디펜스 랭킹{/}	
UI_20180327_000043	{@st59}메인{/}	
UI_20180327_000044	{@st59}몬스터{/}	
UI_20180327_000045	{@st59}아이템{/}	
UI_20180327_000046	{@st59}제작{/}	
UI_20180327_000047	{@st59}생활{/}	
UI_20180327_000048	{@st59}던전{/}	
UI_20180327_000049	{@st59}성장{/}	
UI_20180327_000050	{@st59}탐험{/}	
UI_20180327_000051	메인	
UI_20180327_000052	팀명	
UI_20180327_000053	캐릭명	
UI_20180327_000054	%s위	
UI_20180327_000055	%s점	
UI_20180327_000056	{img test_cooltime 24 24} 매월 1일마다 점수가 초기화됩니다.{/}	
UI_20180327_000057	{@st41b}상위 랭킹	
UI_20180327_000058	{@st41b}내 주변 랭킹	
UI_20180327_000059	{@st43b}총 획득 점수 %s점	
UI_20180327_000060	정렬	
UI_20180327_000061	등급	
UI_20180327_000062	종족	
UI_20180327_000063	{@st66b}몬스터 더 보기	
UI_20180327_000064	드랍 아이템	
UI_20180327_000065	획득점수	
UI_20180327_000066	{@st66d_y}%s점 / {/}{@st42}%s점{/}	
UI_20180327_000067	처치횟수	
UI_20180327_000068	{@st41b}서식지역	
UI_20180327_000069	설명문	
UI_20180327_000070	카테고리	
UI_20180327_000071	하위 카테고리	
UI_20180327_000072	{@st66b}아이템 더 보기	
UI_20180327_000073	제작	
UI_20180327_000074	생활	
UI_20180327_000075	관련 특성	
UI_20180327_000076	직업	
UI_20180327_000077	총 매출	
UI_20180327_000078	{@st66b}더 보기	
UI_20180327_000079	이름 올림차 순	
UI_20180327_000080	이름 내림차 순	
UI_20180327_000081	물고기를 낚은 횟수  %s번	
UI_20180327_000082	무게 : %s	
UI_20180327_000083	거래 옵션	
UI_20180327_000084	던전	
UI_20180327_000085	입장 레벨	
UI_20180327_000086	난이도	
UI_20180327_000087	위치	
UI_20180327_000088	클리어 횟수	
UI_20180327_000089	레벨	
UI_20180327_000090	별	
UI_20180327_000091	던전위치	
UI_20180327_000092	%s번	
UI_20180327_000093	클래스 점수  %s점	
UI_20180327_000094	팀 레벨 %s	
UI_20180327_000095	탐험	
UI_20180327_000096	총 탐사율 %s %	
UI_20180327_000097	- 권장레벨	
UI_20180327_000098	- 탐색율	
UI_20180327_000099	종류	
UI_20180327_000100	획득 점수 %s 점	
UI_20180327_000101	업적	
UI_20180327_000102	획득점수 %s점	
UI_20180327_000103	상태	
UI_20180327_000104	콜렉션 효과	
UI_20180327_000105	정신 +6	
UI_20180327_000106	모험일지 랭킹	
UI_20180327_000107	전적	
UI_20180327_000108	{@st66d_y}%s{/} 전 {@st66d_y}%s{/} 승 {@st66d_y}%s{/} 패	
UI_20180327_000109	점수	
UI_20180327_000110	%s 점	
UI_20180327_000111	{@st59}참여{/}	
UI_20180327_000112	업힐디펜스 랭킹	
UI_20180327_000113	누적 포인트	
UI_20180327_000114	{@st66b}포인트샵{/}	
UI_20180327_000115	{@st66b}맵탐사	
UI_20180327_000116	{@st66b}퀘스트/업적	
UI_20180327_000117	{@st66b}콜렉션	
UI_20180327_000118	{@st66b}개인 상점	
UI_20180327_000119	{@st66b}낚시	
UI_20180327_000120	{@st59}소드맨 계열{/}	
UI_20180327_000121	{@st59}위자드 계열{/}	
UI_20180327_000122	{@st59}아처 계열{/}	
UI_20180327_000123	{@st59}클레릭 계열{/}	
UI_20180327_000124	{@st66b}랭킹{/}	
UI_20180327_000125	{@st66b}관전하기{/}	
UI_20180327_000126	{@st43}{s22}퀘스트 정보{/}	
UI_20180327_000127	{@st59}퀘스트 정보를 닫습니다{/}	
UI_20180327_000128	지역:%s	
UI_20180327_000129	지역 이름	
UI_20180327_000130	{@st42}{s18}완료한 내 캐릭터 목록	
UI_20180327_000131	[%s] 보상리스트	
UI_20180327_000132	ⓘ 바이보라 날개에게서 보상 아이템을 획득하실 수 있습니다.	
UI_20180327_000133	모두보기	
UI_20180327_000134	모두 받기	
