QUEST_LV_0200_20180327_000001	Philipas' Soldier	필리파스 직속 부대원	
QUEST_LV_0200_20180327_000002	The monsters' attacks are becoming more violent. {nl} I'm determined to succeed, but I also fear for our safety.	몬스터의 공격이 점점 더 거세집니다.{nl}각오는 되어 있지만, 그래도 두렵습니다.	필리파스 직속 부대원
QUEST_LV_0200_20180327_000003	If I am going to fall tomorrow, I don't care if I risk my life today.	내일 쓰러질 몸이라면 오늘 목숨을 바쳐도 상관없습니다.	필리파스 직속 부대원
QUEST_LV_0200_20180327_000004	Commander Vacenin	지휘관 바세닌	
QUEST_LV_0200_20180327_000005	Somehow, we need to resolve our poor supplies and forces. {nl}Once we accomplish that we will be able to break through the forest, piece by piece.	열악한 보급과 병력을 어떻게든 해결 해야해.{nl}역시 카틴 숲을 한 지점씩 모아서 돌파하는 게 좋을까.	지휘관 바세닌
QUEST_LV_0200_20180327_000006	Even though everyone's getting tired, we can't give up until Kateen Forest is ours again.	다들 힘들어하고 있지만 카틴 숲을 온전히 되찾을 때 까진 포기할 수 없네.	지휘관 바세닌
QUEST_LV_0200_20180327_000007	Senior Officer Philipas	선임장교 필리파스	
QUEST_LV_0200_20180327_000008	I wish for a peaceful world. {nl}In order for this to happen, I need to work harder.	나는 평화로운 세상을 원하네.{nl}그러기 위해선 내가 더욱 분발해야겠지.	선임장교 필리파스
QUEST_LV_0200_20180327_000009	I'll do anything to regain this forest from the monsters. {nl} It's worth risking my life for.	몬스터에게 빼앗긴 숲을 되찾기 위해선 뭐든 할 겁니다.{nl}목숨을 걸 가치는 충분합니다.	필리파스 직속 부대원
QUEST_LV_0200_20180327_000010	Our front line is composed exclusively of Philipas' troops. {nl} They'll follow Philipas' commands through anything.	저희 전방 부대는 필리파스님의 전속 부대로 이루어져 있습니다.{nl}필리파스님의 명령이라면 불구덩이 속이라도 따라갈 겁니다.	필리파스 직속 부대원
QUEST_LV_0200_20180327_000011	Live with the idea that any moment could become your last. {nl} We must learn from the past and use it to our advantage.	언제나 지금이 마지막일지도 모른다는 생각으로 살아가고 있습니다.{nl}품 안에 항상 지니고 있는 유서가 바로 저희들의 각오입니다.	필리파스 직속 부대원
QUEST_LV_0200_20180327_000012	Officer Felix	장교 필릭스	
QUEST_LV_0200_20180327_000013	Kateen Forest Entrance is relatively safe but don't think of going in any further.	카틴 숲 입구는 그나마 안전한 편이지만 이 이상 깊숙히 들어가는 건 웬만하면 포기하시오.	장교 필릭스
QUEST_LV_0200_20180327_000014	Weak Owl Sculpture	약한 부엉이 조각상	
QUEST_LV_0200_20180327_000015	My power is slowly weakening. {nl} Even though there are many souls that need guidance...	제 힘은 점점 약해지고 있어요.{nl}아직도 인도해야 할 영혼이 많은데..	약한 부엉이 조각상
QUEST_LV_0200_20180327_000016	Scared Owl Sculpture	두려운 부엉이 조각상	
QUEST_LV_0200_20180327_000017	The holy power of the forest is weakening. {nl} What will happen to us after it's gone?!	숲의 신성한 힘이 약해지고 있어요.{nl}이젠 정말 어찌 되려나..	두려운 부엉이 조각상
QUEST_LV_0200_20180327_000018	It's too scary. {nl}This never happened when the goddess was still around...	너무 무서워요.{nl}여신께서 계실 땐 이런 일은 없었는데..	두려운 부엉이 조각상
QUEST_LV_0200_20180327_000019	Sincere Owl Sculpture	성실한 대장 부엉이	
QUEST_LV_0200_20180327_000020	This forest is cursed... it consumes the owls. {nl} I have hardly anything to compel bravery from others.	이 숲은 부엉이를 잡아 먹는 무시무시한 숲입니다.{nl}용기만큼 절실한 게 없지요.	성실한 대장 부엉이
QUEST_LV_0200_20180327_000021	Ever since that huge tree suddenly arose, this forest has changed into something horrid. {nl} Even the trees' roots frighten whoever stares at them.	거대한 나무가 솟아오르고 나서부터 이 숲은 끔찍하게 변했습니다.{nl}특히 나무뿌리 수정은 바라보고만 있어도 겁이 납니다.	성실한 대장 부엉이
QUEST_LV_0200_20180327_000022	Devoted Owl Sculpture	의지의 부엉이 조각상	
QUEST_LV_0200_20180327_000023	Someone was held captive. {nl} I have a feeling he's going to disappear...	누군가 또 잡아먹혔나봐요.{nl}제 동료의 기운 하나가 느껴지질 않네요.	의지의 부엉이 조각상
QUEST_LV_0200_20180327_000024	The sacred force created by the goddess has not completely disappeared. {nl}Will it be able to suppress this devastation? {nl}	여신께서 주신 신성력이 거의 남아있지 않아요.{nl}부서진 다음엔 어떻게 되는 걸까요?{nl}	의지의 부엉이 조각상
QUEST_LV_0200_20180327_000025	The chief gave me power.{nl}I won't be scared.	대장님께서 나누어 주신 힘이에요.{nl}이젠 두려워하지 않을 겁니다.	의지의 부엉이 조각상
QUEST_LV_0200_20180327_000026	I'm not going to be afraid anymore. I will never be eaten by monsters.	더 이상 두렵지 않아요.{nl}절대 잡아먹히지 않을 겁니다.	의지의 부엉이 조각상
QUEST_LV_0200_20180327_000027	Troubled Owl Sculpture	괴로운 부엉이 조각상	
QUEST_LV_0200_20180327_000028	I'm suffering every day.{nl}Perhaps, I will also be eaten by monsters.	하루하루가 정말 고통스러워요.{nl}아마 저도 곧 잡아먹히겠지요.	괴로운 부엉이 조각상
QUEST_LV_0200_20180327_000029	This forest is increasingly covered with demons.{nl}Where is the goddess?	숲이 점점 사악한 기운으로 물들어가요.{nl}여신께선 어디로 가신 걸까요?	괴로운 부엉이 조각상
QUEST_LV_0200_20180327_000030	I was chosen by the chief... {nl} I'll do my best to defeat the monsters.	대장님의 마음 잘 받았습니다.{nl}몬스터에게 지지 않도록 힘낼 겁니다.	괴로운 부엉이 조각상
QUEST_LV_0200_20180327_000031	The chief is also struggling like this...{nl}Never will I be eaten until the goddess comes back.	대장님께서 이렇게 애써주시는데..{nl}여신께서 돌아오실 때까지 절대로 잡아먹히지 않을 거예요.	괴로운 부엉이 조각상
QUEST_LV_0200_20180327_000032	Subordinate Owl 3	부하 부엉이3	
QUEST_LV_0200_20180327_000033	We have always been here at this place, but where is the goddess who has always looked after us?	우리는 항상 이곳에 있지만, 우리를 걱정하시는 여신께서는 어디 계시지?	부하 부엉이3
QUEST_LV_0200_20180327_000034	Do we exist only for guiding humans' souls?	우리는 인간의 영혼을 위해서만 존재하는 걸까?	부하 부엉이3
QUEST_LV_0200_20180327_000035	Soldier Dominic	병사 도미니크	
QUEST_LV_0200_20180327_000036	I've been ordered to protect this place with my life and to do some reconnaissance at the same time.{nl}I don't know exactly what they expect me to do.	자리를 사수하라는 명령과 정찰 명령이 동시에 내려왔습니다.{nl}도대체 어떻게 하라는 건지 모르겠네요.	병사 도미니크
QUEST_LV_0200_20180327_000037	Next time I'm going to make sure they tell me exactly what they want me to do.{nl}No. wouldn't it be better to ask Julian?	다음엔 어느 쪽이던 좋으니까 소속을 확실히 정해 달라고 꼭 말해야겠어요.{nl}아니다. 줄리안님 쪽이 더 나으려나?	병사 도미니크
QUEST_LV_0200_20180327_000038	If it's just monsters of that level, I guess I can report that there is no serious problem.{nl}Oh, if you happen to run into Samson, please tell him to stop fooling around and continue scouting.	그 정도 몬스터라면 별 문제는 없다고 보고 해도 되겠네요.{nl}참, 혹시 샘슨을 본다면 그만 놀고 정찰이나 하라고 전해주십시오.	병사 도미니크
QUEST_LV_0200_20180327_000039	I will protect this area, so go patrol Veltui Crossroads.{nl}As for the reports, I will do them separately at a later time.	전 여길 지킬 테니까 벨투이 교차로까지 순찰을 나가 주십시오.{nl}보고는 나중에 내가 따로따로 하지요.	병사 도미니크
QUEST_LV_0200_20180327_000040	Soldier Samson	병사 샘슨	
QUEST_LV_0200_20180327_000041	Can you please help me find Dominic's engagement ring? {nl} I'm currently undertaking a mission, so I won't be able to leave this spot.	도미니크의 약혼반지를 찾아주세요.{nl}전 임무수행중이라 자리를 비울 수가 없습니다.	병사 샘슨
QUEST_LV_0200_20180327_000042	I tell you, he acts like that even though I bought him a roughly similar one. So stingy...	대충 비슷한 걸로 사다 줬는데도 저런다니까요?{nl}쪼잔하긴.	병사 샘슨
QUEST_LV_0200_20180327_000043	What is this ugly thing? Oh, could the ring be inside?	이 더러운건 뭐지요?{nl}어라, 안에 반지가 든 건가?	병사 샘슨
QUEST_LV_0200_20180327_000044	A knife won't fit inside, and there's no other way to get it out.{nl}Right! Can't we burn it to retrieve what's inside?	칼이 들어가지도 않고 꺼낼 방법이 없네요.{nl}그렇지. 불로 태워버리면 꺼낼 수 있지 않을까요?	병사 샘슨
QUEST_LV_0200_20180327_000045	Just make sure to bring me ones that aren't too thick.	이왕이면 굵지 않은 걸로 가져다 주십시오.	병사 샘슨
QUEST_LV_0200_20180327_000046	This should be just right.{nl}Good. Now, how do I burn this while I am working and not get caught?	이 정도면 적당하군요.{nl}좋아. 이걸 어떻게 근무 중에 들키지 않고 태울까나.	병사 샘슨
QUEST_LV_0200_20180327_000047	There should be plenty of Dry Thorn Forest Wood at the edge of Ishisineti Cliff. {nl} I'm on patrol and don't have time, so I ask of you again.	이쉬시네티 벼랑에 마른 가시 나무가 잔뜩 있을 겁니다.{nl}전 경계 임무 때문에 자리를 비울 수 없으니 이번에도 부탁합니다.	병사 샘슨
